Date,4101,4012,4001,4302,4102,4303,4103,4104,4090,4106,4005,4306,4019,4309,4028,4023,4311,4103-2,4309-2
1990-01-01,150,117,87.7,14,70.8,88.2,84.8,79.8,122.9,100,86.4,121.3,87.3,98.2,76.4,99.8,37.2,198.4,160.4
1990-02-01,36,62.1,34.6,39.1,23.1,55.4,9.5,43.1,18.1,69.6,23.7,81.5,40.4,35.9,26.7,39,21.5,22.2,58.6
1990-03-01,36.9,18.9,38.2,8,20.2,12.8,6.3,21.9,55.6,36.8,17.4,30,4.6,11.5,15.3,28.5,15.1,14.7,18.8
1990-04-01,9.6,5.3,12.1,3.5,26.6,43,19.3,14.8,3.3,42.3,16.1,19.3,11.7,30.8,12,10.2,0,45.2,50.4
1990-05-01,5.2,16.3,4,0,27.3,4.5,0,5.8,4.5,37.7,6.9,1,0,2.6,1.3,3.6,1,0,4.2
1990-06-01,43.6,35.6,17.4,2.9,44.1,11.5,0,40,34.3,69.9,24.8,11.8,8,10.3,12.9,18.4,2.5,0,16.9
1990-07-01,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0
1990-08-01,9.2,6.5,0,0,4.5,8.8,7.8,16,0,16.7,8.8,5.2,0,16.4,3.1,0.6,0,18.2,26.8
1990-09-01,0,3,0,0,1,0,0,2,0,20.6,0.6,0,0,0,0.2,0.3,0.2,0,0
1990-10-01,26.1,29.9,30.3,0,55.8,30.3,38.8,64,49.7,67.2,42,29.6,20.2,49.4,28.5,32.1,1.3,90.8,80.7
1990-11-01,44.8,42.4,48.8,24.5,33,43.8,35.2,21.4,86.6,41.3,30.5,66.1,13.2,64.4,25.9,44.4,10.5,82.4,105.3
1990-12-01,62.7,63.4,74.6,55.5,53.6,92.5,39.5,78.6,110.1,61,52.1,103.9,91.8,45.3,65.4,92.8,34.1,92.4,74
1991-01-01,142.8,60.2,127.4,99.1,94.2,93.3,54.2,160.9,106.2,77.8,104.8,128,85.5,67.4,87.6,107.2,40.8,126.8,110.2
1991-02-01,66.9,38.5,78.6,22.5,59,85.3,21,51.5,36.5,92.6,36.9,89.7,33.6,67.3,24.6,52.3,12.6,49.1,110
1991-03-01,107.8,60.2,38.2,50,34.5,85.3,48.3,81.1,49.9,70.9,76.5,65.8,24.7,47.9,75.9,39.6,11.7,113,78.2
1991-04-01,17.5,5.9,13.8,6,18.7,18.6,0,19.5,16.7,26.5,7.8,17.8,5.7,16.3,2.4,11.2,4.5,0,26.7
1991-05-01,0,0,0,0,2.5,0,0,0,0,41.3,0,0,0,0,0,0,0,0,0
